2022-05-20,BTC-USD
Time,Price,UnixTime
00:00:00.107042Z,30274.59,1653004800.107042
00:00:05.084642Z,30274.57,1653004805.084642
00:00:10.613148Z,30274.53,1653004810.613148
00:00:16.004005Z,30269.55,1653004816.004005
00:00:20.652942Z,30269.56,1653004820.652942
00:00:26.360127Z,30256.81,1653004826.360127
00:00:30.999188Z,30256.17,1653004830.999188
00:00:36.343534Z,30250.82,1653004836.343534
00:00:40.034101Z,30252.08,1653004840.034101
00:00:46.397573Z,30246.43,1653004846.397573
00:00:50.101846Z,30257.89,1653004850.101846
00:00:56.596230Z,30280.1,1653004856.59623
00:00:59.928161Z,30258.84,1653004859.928161
00:01:06.653878Z,30259.68,1653004866.653878
00:01:10.044622Z,30258.92,1653004870.044622
00:01:16.692141Z,30251.46,1653004876.692141
00:01:21.886053Z,30258.66,1653004881.886053
00:01:26.674747Z,30251.26,1653004886.674747
00:01:31.615247Z,30247.56,1653004891.615247
00:01:35.418011Z,30243.13,1653004895.418011
00:01:41.662239Z,30242.43,1653004901.662239
00:01:46.715825Z,30240.84,1653004906.715825
00:01:51.961279Z,30236.8,1653004911.961279
00:01:57.115855Z,30222.92,1653004917.115855
00:02:00.750812Z,30216.37,1653004920.750812
00:02:05.852401Z,30219.95,1653004925.852401
00:02:12.272860Z,30206,1653004932.27286
00:02:16.886098Z,30215.16,1653004936.886098
00:02:21.668630Z,30220.89,1653004941.66863
00:02:25.571881Z,30223.25,1653004945.571881
00:02:32.613281Z,30225.24,1653004952.613281
00:02:35.881291Z,30236.11,1653004955.881291
00:02:41.747425Z,30246.44,1653004961.747425
00:02:46.492839Z,30256.23,1653004966.492839
00:02:51.852495Z,30244.35,1653004971.852495
00:02:57.828782Z,30258.8,1653004977.828782
00:03:02.806896Z,30268,1653004982.806896
00:03:06.821077Z,30270.35,1653004986.821077
00:03:13.140133Z,30274.59,1653004993.140133
00:03:17.496207Z,30278.5,1653004997.496207
00:03:21.520864Z,30277.75,1653005001.520864
00:03:26.512497Z,30288.34,1653005006.512497
00:03:32.376962Z,30290.23,1653005012.376962
00:03:36.567537Z,30292.94,1653005016.567537
00:03:43.417161Z,30286.46,1653005023.417161
00:03:46.950574Z,30264.25,1653005026.950574
00:03:53.222768Z,30257.4,1653005033.222768
00:03:58.495179Z,30245.61,1653005038.495179
00:04:02.100638Z,30237.9,1653005042.100638
00:04:08.504736Z,30234.83,1653005048.504736
00:04:10.489211Z,30247.01,1653005050.489211
00:04:16.382285Z,30234.71,1653005056.382285
00:04:23.465865Z,30250.41,1653005063.465865
00:04:28.544995Z,30264.09,1653005068.544995
00:04:32.954047Z,30268.37,1653005072.954047
00:04:38.657609Z,30262.31,1653005078.657609
00:04:43.385124Z,30268.65,1653005083.385124
00:04:48.492178Z,30274.15,1653005088.492178
00:04:53.299322Z,30280.66,1653005093.299322
00:04:59.145086Z,30269.63,1653005099.145086
00:05:02.489991Z,30278.33,1653005102.489991
00:05:07.910403Z,30266.92,1653005107.910403
00:05:13.924539Z,30272.59,1653005113.924539
00:05:18.888303Z,30257.66,1653005118.888303
00:05:24.320715Z,30244.76,1653005124.320715
00:05:28.919147Z,30232.74,1653005128.919147
00:05:34.649954Z,30224.17,1653005134.649954
00:05:39.488993Z,30227.45,1653005139.488993
00:05:43.951139Z,30227.33,1653005143.951139
00:05:48.164030Z,30227.33,1653005148.16403
00:05:54.000608Z,30231,1653005154.000608
00:05:59.732696Z,30250,1653005159.732696
00:06:04.929160Z,30260.42,1653005164.92916
00:06:09.290222Z,30258.37,1653005169.290222
00:06:14.834858Z,30266.99,1653005174.834858
00:06:20.069345Z,30278.94,1653005180.069345
00:06:24.971768Z,30268.25,1653005184.971768
00:06:28.411763Z,30254.02,1653005188.411763
00:06:33.716808Z,30274.04,1653005193.716808
00:06:39.850993Z,30272.39,1653005199.850993
00:06:45.091117Z,30272.4,1653005205.091117
00:06:48.747750Z,30281.41,1653005208.74775
00:06:55.250978Z,30284.61,1653005215.250978
00:06:59.701724Z,30288,1653005219.701724
00:07:05.380687Z,30301.97,1653005225.380687
00:07:09.216835Z,30314.02,1653005229.216835
00:07:15.234311Z,30304.65,1653005235.234311
00:07:20.146934Z,30308.03,1653005240.146934
00:07:25.846967Z,30297.86,1653005245.846967
00:07:29.776951Z,30300.47,1653005249.776951
00:07:35.844540Z,30286.25,1653005255.84454
00:07:40.441738Z,30286.2,1653005260.441738
00:07:45.592342Z,30276.54,1653005265.592342
00:07:50.897930Z,30279.67,1653005270.89793
00:07:55.991156Z,30279.39,1653005275.991156
00:08:00.751400Z,30290.91,1653005280.7514
00:08:04.282618Z,30299,1653005284.282618
00:08:10.704934Z,30299.99,1653005290.704934
00:08:16.060213Z,30305.58,1653005296.060213
00:08:19.864015Z,30301.26,1653005299.864015
00:08:24.734932Z,30290.99,1653005304.734932
00:08:30.115707Z,30289.76,1653005310.115707
00:08:35.204221Z,30281.79,1653005315.204221
00:08:40.166019Z,30294.76,1653005320.166019
00:08:45.138657Z,30293.94,1653005325.138657
00:08:51.448063Z,30289.94,1653005331.448063
00:08:55.284124Z,30299.55,1653005335.284124
00:09:00.513699Z,30309.78,1653005340.513699
00:09:05.450125Z,30292.16,1653005345.450125
00:09:11.679243Z,30287.83,1653005351.679243
00:09:15.278754Z,30279.68,1653005355.278754
00:09:21.730745Z,30287.87,1653005361.730745
00:09:25.859375Z,30293.94,1653005365.859375
00:09:30.821380Z,30295.43,1653005370.82138
00:09:36.196517Z,30282.04,1653005376.196517
00:09:40.147136Z,30291.18,1653005380.147136
00:09:45.842034Z,30290,1653005385.842034
00:09:52.280627Z,30275.34,1653005392.280627
00:09:57.232891Z,30270.07,1653005397.232891
00:10:01.108845Z,30267.35,1653005401.108845
00:10:05.769344Z,30275.41,1653005405.769344
00:10:11.414132Z,30274.89,1653005411.414132
00:10:16.561677Z,30269.82,1653005416.561677
00:10:20.769450Z,30267.98,1653005420.76945
00:10:26.806433Z,30267.26,1653005426.806433
00:10:32.281210Z,30272.88,1653005432.28121
00:10:36.829574Z,30275.38,1653005436.829574
00:10:42.319221Z,30278.51,1653005442.319221
00:10:46.943577Z,30278.69,1653005446.943577
00:10:50.756172Z,30276.8,1653005450.756172
00:10:57.717370Z,30276.34,1653005457.71737
00:11:02.417871Z,30274.92,1653005462.417871
00:11:07.423151Z,30266.28,1653005467.423151
00:11:12.501708Z,30263.28,1653005472.501708
00:11:17.752614Z,30267.66,1653005477.752614
00:11:23.169157Z,30264.36,1653005483.169157
00:11:26.818708Z,30264.7,1653005486.818708
00:11:31.762946Z,30268.23,1653005491.762946
00:11:38.103559Z,30268.02,1653005498.103559
00:11:42.180927Z,30266.25,1653005502.180927
00:11:48.515576Z,30256.01,1653005508.515576
00:11:53.581733Z,30256.01,1653005513.581733
00:11:58.317609Z,30256.94,1653005518.317609
00:12:03.846609Z,30269.64,1653005523.846609
00:12:08.602416Z,30268.78,1653005528.602416
00:12:13.739856Z,30256.83,1653005533.739856
00:12:18.822158Z,30251.68,1653005538.822158
00:12:23.759463Z,30238.92,1653005543.759463
00:12:28.492192Z,30243.13,1653005548.492192
00:12:33.748480Z,30252.71,1653005553.74848
00:12:39.378204Z,30250.53,1653005559.378204
00:12:43.381357Z,30251.02,1653005563.381357
00:12:48.121451Z,30246.24,1653005568.121451
00:12:52.546376Z,30242.88,1653005572.546376
00:12:59.551212Z,30215.77,1653005579.551212
00:13:02.156488Z,30205.05,1653005582.156488
00:13:09.431976Z,30221.29,1653005589.431976
00:13:14.243134Z,30199.2,1653005594.243134
00:13:18.031760Z,30201.63,1653005598.03176
00:13:22.731584Z,30196.17,1653005602.731584
00:13:29.893799Z,30204.54,1653005609.893799
00:13:34.847645Z,30202.94,1653005614.847645
00:13:38.821250Z,30214.39,1653005618.82125
00:13:44.731039Z,30199.63,1653005624.731039
00:13:50.066155Z,30198.4,1653005630.066155
00:13:54.663317Z,30197.35,1653005634.663317
00:13:59.968224Z,30198.67,1653005639.968224
00:14:04.779629Z,30201.21,1653005644.779629
00:14:09.501392Z,30208.65,1653005649.501392
00:14:13.566466Z,30212.82,1653005653.566466
00:14:18.847308Z,30204.66,1653005658.847308
00:14:24.958803Z,30204.65,1653005664.958803
00:14:29.784097Z,30209.1,1653005669.784097
00:14:34.145597Z,30204.66,1653005674.145597
00:14:38.192108Z,30210.61,1653005678.192108
00:14:44.231207Z,30216.49,1653005684.231207
00:14:50.703295Z,30215.06,1653005690.703295
00:14:54.387147Z,30211.47,1653005694.387147
00:14:59.420667Z,30211.43,1653005699.420667
00:15:05.749266Z,30197.3,1653005705.749266
00:15:09.439063Z,30203.48,1653005709.439063
00:15:14.978887Z,30203.48,1653005714.978887
00:15:20.041672Z,30220.4,1653005720.041672
00:15:24.627455Z,30222.36,1653005724.627455
00:15:30.824997Z,30234.29,1653005730.824997
00:15:35.191364Z,30230.38,1653005735.191364
00:15:39.730559Z,30232.11,1653005739.730559
00:15:44.786277Z,30234.51,1653005744.786277
00:15:49.874084Z,30230.77,1653005749.874084
00:15:55.862888Z,30237.06,1653005755.862888
00:16:00.134107Z,30244.59,1653005760.134107
00:16:05.953454Z,30236.34,1653005765.953454
00:16:09.820750Z,30229.79,1653005769.82075
00:16:16.241347Z,30225.75,1653005776.241347
00:16:20.006761Z,30224.06,1653005780.006761
00:16:25.826871Z,30222.54,1653005785.826871
00:16:30.120400Z,30221.37,1653005790.1204
00:16:36.418561Z,30209.9,1653005796.418561
00:16:40.602292Z,30210.65,1653005800.602292
00:16:44.473547Z,30219.18,1653005804.473547
00:16:50.128627Z,30218.71,1653005810.128627
00:16:55.949529Z,30217.21,1653005815.949529
00:17:00.891985Z,30217.21,1653005820.891985
00:17:05.840578Z,30222.18,1653005825.840578
00:17:10.054776Z,30220,1653005830.054776
00:17:15.931358Z,30220,1653005835.931358
00:17:21.592294Z,30220,1653005841.592294
00:17:26.420336Z,30219.99,1653005846.420336
00:17:31.931686Z,30210.74,1653005851.931686
00:17:36.957303Z,30220.95,1653005856.957303
00:17:40.872952Z,30230.28,1653005860.872952
00:17:47.030663Z,30228.02,1653005867.030663
00:17:51.450055Z,30224.01,1653005871.450055
00:17:56.928603Z,30232.34,1653005876.928603
00:18:01.482762Z,30233.27,1653005881.482762
00:18:06.835086Z,30228.71,1653005886.835086
00:18:11.815472Z,30227.2,1653005891.815472
00:18:16.373649Z,30222.77,1653005896.373649
00:18:22.454524Z,30213.01,1653005902.454524
00:18:27.496343Z,30209.93,1653005907.496343
00:18:32.620508Z,30207.42,1653005912.620508
00:18:36.726438Z,30205.59,1653005916.726438
00:18:41.417310Z,30205.22,1653005921.41731
00:18:47.842546Z,30211.94,1653005927.842546
00:18:52.568344Z,30204.79,1653005932.568344
00:18:57.812736Z,30210.16,1653005937.812736
00:19:03.040756Z,30211.94,1653005943.040756
00:19:07.786356Z,30222.72,1653005947.786356
00:19:13.083005Z,30208.91,1653005953.083005
00:19:18.106437Z,30208.64,1653005958.106437
00:19:22.528942Z,30210.28,1653005962.528942
00:19:28.313161Z,30200.2,1653005968.313161
00:19:32.126180Z,30200.45,1653005972.12618
00:19:38.343930Z,30202.57,1653005978.34393
00:19:43.591233Z,30193.99,1653005983.591233
00:19:48.218614Z,30195.45,1653005988.218614
00:19:51.812001Z,30198.44,1653005991.812001
00:19:58.526463Z,30190.89,1653005998.526463
00:20:03.821357Z,30180.84,1653006003.821357
00:20:08.808740Z,30181.18,1653006008.80874
00:20:13.708589Z,30175.75,1653006013.708589
00:20:18.803129Z,30173.7,1653006018.803129
00:20:23.939170Z,30173.77,1653006023.93917
00:20:29.063939Z,30174.07,1653006029.063939
00:20:33.117927Z,30173.07,1653006033.117927
00:20:39.160599Z,30149.11,1653006039.160599
00:20:43.279115Z,30149.13,1653006043.279115
00:20:49.229113Z,30145.12,1653006049.229113
00:20:53.762197Z,30151.69,1653006053.762197
00:20:57.814881Z,30167.68,1653006057.814881
00:21:04.108543Z,30169.25,1653006064.108543
00:21:07.826259Z,30166.16,1653006067.826259
00:21:13.234581Z,30174.04,1653006073.234581
00:21:18.844193Z,30162.77,1653006078.844193
00:21:24.651557Z,30136.3,1653006084.651557
00:21:29.788259Z,30132.33,1653006089.788259
00:21:34.612747Z,30147.86,1653006094.612747
00:21:39.661188Z,30146.75,1653006099.661188
00:21:44.820937Z,30146.74,1653006104.820937
00:21:49.754420Z,30145.93,1653006109.75442
00:21:53.869236Z,30137.64,1653006113.869236
00:22:00.014448Z,30135,1653006120.014448
00:22:05.326868Z,30128.01,1653006125.326868
00:22:10.403180Z,30137.85,1653006130.40318
00:22:15.540054Z,30123.08,1653006135.540054
00:22:20.144899Z,30134.75,1653006140.144899
00:22:24.991256Z,30138.58,1653006144.991256
00:22:30.636204Z,30138.56,1653006150.636204
00:22:35.602543Z,30146.14,1653006155.602543
00:22:40.446308Z,30141.77,1653006160.446308
00:22:44.615147Z,30141.96,1653006164.615147
00:22:50.503561Z,30143.62,1653006170.503561
00:22:54.900014Z,30143.62,1653006174.900014
00:22:59.857804Z,30145.61,1653006179.857804
00:23:05.963618Z,30135.87,1653006185.963618
00:23:10.778390Z,30145.68,1653006190.77839
00:23:15.337816Z,30142.11,1653006195.337816
00:23:20.397582Z,30143.78,1653006200.397582
00:23:26.205676Z,30142.92,1653006206.205676
00:23:30.036267Z,30145.65,1653006210.036267
00:23:36.341579Z,30148.5,1653006216.341579
00:23:40.098459Z,30150.3,1653006220.098459
00:23:44.431896Z,30146.19,1653006224.431896
00:23:51.464281Z,30146.29,1653006231.464281
00:23:55.547946Z,30145.67,1653006235.547946
00:24:01.733043Z,30149.6,1653006241.733043
00:24:06.429783Z,30154.99,1653006246.429783
00:24:11.696844Z,30140.02,1653006251.696844
00:24:16.728069Z,30140.25,1653006256.728069
00:24:21.892654Z,30142.62,1653006261.892654
00:24:26.082665Z,30147.98,1653006266.082665
00:24:31.127645Z,30147.89,1653006271.127645
00:24:36.929102Z,30140.9,1653006276.929102
00:24:41.463521Z,30148.03,1653006281.463521
00:24:46.471639Z,30151.67,1653006286.471639
00:24:51.708904Z,30153.73,1653006291.708904
00:24:57.014695Z,30143.49,1653006297.014695
00:25:01.082881Z,30141.98,1653006301.082881
00:25:05.715029Z,30144.94,1653006305.715029
00:25:10.856061Z,30144.97,1653006310.856061
00:25:16.122678Z,30144.28,1653006316.122678
00:25:20.866708Z,30141.66,1653006320.866708
00:25:26.019120Z,30141.63,1653006326.01912
00:25:32.593045Z,30135.34,1653006332.593045
00:25:35.284225Z,30137.14,1653006335.284225
00:25:41.646132Z,30139,1653006341.646132
00:25:46.423579Z,30138.45,1653006346.423579
00:25:51.464080Z,30136.16,1653006351.46408
00:25:56.874664Z,30144.71,1653006356.874664
00:26:02.630708Z,30144.97,1653006362.630708
00:26:06.814594Z,30144.97,1653006366.814594
00:26:12.350715Z,30144.97,1653006372.350715
00:26:17.241091Z,30136.57,1653006377.241091
00:26:22.406908Z,30141.79,1653006382.406908
00:26:26.200488Z,30145.16,1653006386.200488
00:26:31.340947Z,30146.03,1653006391.340947
00:26:36.883260Z,30147.25,1653006396.88326
00:26:42.526645Z,30146.53,1653006402.526645
00:26:47.789992Z,30143.58,1653006407.789992
00:26:52.986394Z,30141.45,1653006412.986394
00:26:58.134413Z,30145.09,1653006418.134413
00:27:02.729246Z,30136.41,1653006422.729246
00:27:08.490275Z,30137.22,1653006428.490275
00:27:13.177250Z,30135.27,1653006433.17725
00:27:18.638683Z,30133.76,1653006438.638683
00:27:23.145962Z,30133.76,1653006443.145962
00:27:27.563212Z,30125.47,1653006447.563212
00:27:33.493673Z,30122.56,1653006453.493673
00:27:38.280428Z,30122.08,1653006458.280428
00:27:43.788190Z,30122.52,1653006463.78819
00:27:48.003574Z,30122.83,1653006468.003574
00:27:53.859317Z,30122.45,1653006473.859317
00:27:59.058559Z,30121.45,1653006479.058559
00:28:02.678788Z,30118.59,1653006482.678788
00:28:08.398244Z,30118.59,1653006488.398244
00:28:12.691427Z,30118.59,1653006492.691427
00:28:19.031167Z,30109.85,1653006499.031167
00:28:24.418309Z,30107.86,1653006504.418309
00:28:27.840988Z,30107.86,1653006507.840988
00:28:34.060646Z,30107.85,1653006514.060646
00:28:39.641792Z,30107.86,1653006519.641792
00:28:43.382414Z,30129.01,1653006523.382414
00:28:49.509262Z,30136.47,1653006529.509262
00:28:54.046913Z,30134.39,1653006534.046913
00:28:59.463444Z,30134.89,1653006539.463444
00:29:04.761326Z,30126.12,1653006544.761326
00:29:08.991260Z,30121.45,1653006548.99126
00:29:14.725538Z,30126.12,1653006554.725538
00:29:20.014316Z,30108.72,1653006560.014316
00:29:25.114836Z,30111.23,1653006565.114836
00:29:29.996235Z,30111.23,1653006569.996235
00:29:35.034127Z,30111.23,1653006575.034127
00:29:39.006044Z,30109.49,1653006579.006044
00:29:44.966770Z,30102.47,1653006584.96677
00:29:50.363541Z,30102.45,1653006590.363541
00:29:55.350670Z,30102.47,1653006595.35067
00:29:59.544976Z,30111.22,1653006599.544976
00:30:05.413733Z,30108.6,1653006605.413733
00:30:08.224288Z,30094.9,1653006608.224288
00:30:14.424626Z,30094.9,1653006614.424626
00:30:19.620228Z,30114.87,1653006619.620228
00:30:24.877935Z,30110.65,1653006624.877935
00:30:30.037841Z,30106.88,1653006630.037841
00:30:35.876756Z,30114.31,1653006635.876756
00:30:40.877756Z,30111.9,1653006640.877756
00:30:44.695992Z,30131.98,1653006644.695992
00:30:50.549752Z,30131.94,1653006650.549752
00:30:55.408893Z,30131.94,1653006655.408893
00:31:01.010336Z,30131.94,1653006661.010336
00:31:06.127732Z,30131.94,1653006666.127732
00:31:10.830676Z,30130.05,1653006670.830676
00:31:14.801686Z,30141.66,1653006674.801686
00:31:21.116907Z,30149.99,1653006681.116907
00:31:25.603512Z,30148.27,1653006685.603512
00:31:29.753320Z,30149.86,1653006689.75332
00:31:35.812392Z,30155.5,1653006695.812392
00:31:39.932506Z,30159.72,1653006699.932506
00:31:46.070311Z,30161.81,1653006706.070311
00:31:48.987222Z,30159.53,1653006708.987222
00:31:56.206401Z,30165.89,1653006716.206401
00:32:01.405501Z,30175.27,1653006721.405501
00:32:05.929191Z,30175.61,1653006725.929191
00:32:10.490766Z,30168.29,1653006730.490766
00:32:16.352082Z,30161.61,1653006736.352082
00:32:20.276628Z,30160.81,1653006740.276628
00:32:26.772549Z,30160.6,1653006746.772549
00:32:31.881353Z,30157.76,1653006751.881353
00:32:35.535561Z,30156.89,1653006755.535561
00:32:41.720115Z,30155.56,1653006761.720115
00:32:47.016453Z,30154.71,1653006767.016453
00:32:50.381384Z,30147.96,1653006770.381384
00:32:55.457823Z,30146.95,1653006775.457823
00:33:01.940931Z,30146.52,1653006781.940931
00:33:06.790103Z,30146.52,1653006786.790103
00:33:10.870979Z,30146.52,1653006790.870979
00:33:16.763443Z,30146.52,1653006796.763443
00:33:21.134128Z,30140.74,1653006801.134128
00:33:27.488683Z,30144.7,1653006807.488683
00:33:31.366496Z,30138.78,1653006811.366496
00:33:37.576379Z,30135.64,1653006817.576379
00:33:42.560524Z,30143.81,1653006822.560524
00:33:46.848161Z,30143.81,1653006826.848161
00:33:52.690253Z,30147.3,1653006832.690253
00:33:57.710653Z,30152.55,1653006837.710653
00:34:02.621793Z,30159.72,1653006842.621793
00:34:07.947219Z,30158.86,1653006847.947219
00:34:12.701873Z,30159.41,1653006852.701873
00:34:18.171088Z,30164.42,1653006858.171088
00:34:21.339296Z,30164.42,1653006861.339296
00:34:27.818490Z,30169.06,1653006867.81849
00:34:33.128360Z,30170.76,1653006873.12836
00:34:38.189479Z,30163.25,1653006878.189479
00:34:42.843119Z,30161.4,1653006882.843119
00:34:46.614779Z,30162.76,1653006886.614779
00:34:51.714381Z,30162.77,1653006891.714381
00:34:57.849497Z,30162.77,1653006897.849497
00:35:02.661949Z,30157.78,1653006902.661949
00:35:07.559110Z,30155.33,1653006907.55911
00:35:13.505144Z,30153.17,1653006913.505144
00:35:18.771669Z,30150.18,1653006918.771669
00:35:22.699548Z,30147.7,1653006922.699548
00:35:28.974209Z,30145.37,1653006928.974209
00:35:34.106260Z,30145.38,1653006934.10626
00:35:39.180111Z,30151.1,1653006939.180111
00:35:43.826990Z,30153.55,1653006943.82699
00:35:48.320879Z,30157.29,1653006948.320879
00:35:53.452160Z,30157.84,1653006953.45216
00:35:59.119937Z,30157.58,1653006959.119937
00:36:04.318267Z,30157.57,1653006964.318267
00:36:08.976795Z,30157.58,1653006968.976795
00:36:14.206611Z,30157.58,1653006974.206611
00:36:19.817260Z,30153.72,1653006979.81726
00:36:24.534658Z,30171.8,1653006984.534658
00:36:29.449734Z,30164.78,1653006989.449734
00:36:34.575177Z,30167.99,1653006994.575177
00:36:39.016205Z,30166.49,1653006999.016205
00:36:43.857339Z,30178.85,1653007003.857339
00:36:49.074126Z,30181.85,1653007009.074126
00:36:55.026257Z,30183.75,1653007015.026257
00:36:59.021574Z,30180.3,1653007019.021574
00:37:04.260877Z,30176.37,1653007024.260877
00:37:08.645269Z,30179.23,1653007028.645269
00:37:13.308211Z,30182.63,1653007033.308211
00:37:19.343566Z,30186.15,1653007039.343566
00:37:23.366236Z,30187.13,1653007043.366236
00:37:29.478969Z,30191.53,1653007049.478969
00:37:34.146712Z,30190.57,1653007054.146712
00:37:38.595407Z,30181.07,1653007058.595407
00:37:44.309001Z,30176.34,1653007064.309001
00:37:50.644393Z,30177.58,1653007070.644393
00:37:53.929072Z,30174.09,1653007073.929072
00:38:00.388169Z,30175.85,1653007080.388169
00:38:04.477044Z,30175.71,1653007084.477044
00:38:10.908500Z,30164.52,1653007090.9085
00:38:14.328708Z,30161.58,1653007094.328708
00:38:19.848742Z,30155.18,1653007099.848742
00:38:25.673541Z,30155.18,1653007105.673541
00:38:30.682231Z,30155.18,1653007110.682231
00:38:33.956852Z,30159.94,1653007113.956852
00:38:41.200259Z,30159.95,1653007121.200259
00:38:43.719706Z,30157.82,1653007123.719706
00:38:51.288667Z,30181.9,1653007131.288667
00:38:56.296647Z,30179.87,1653007136.296647
00:39:01.464091Z,30182.57,1653007141.464091
00:39:05.744349Z,30182.09,1653007145.744349
00:39:11.662079Z,30191.97,1653007151.662079
00:39:15.996848Z,30190.6,1653007155.996848
00:39:20.963199Z,30212.72,1653007160.963199
00:39:26.644506Z,30234.74,1653007166.644506
00:39:31.003718Z,30221.57,1653007171.003718
00:39:35.562493Z,30223.3,1653007175.562493
00:39:41.330854Z,30224.31,1653007181.330854
00:39:45.859796Z,30224.16,1653007185.859796
00:39:51.843589Z,30217.84,1653007191.843589
00:39:56.235597Z,30211.72,1653007196.235597
00:40:01.550203Z,30198.7,1653007201.550203
00:40:05.823152Z,30207.17,1653007205.823152
00:40:11.286039Z,30205.63,1653007211.286039
00:40:17.341730Z,30201.92,1653007217.34173
00:40:21.462211Z,30200.23,1653007221.462211
00:40:26.803154Z,30200,1653007226.803154
00:40:32.417772Z,30207.2,1653007232.417772
00:40:36.286403Z,30197.74,1653007236.286403
00:40:40.624464Z,30194.37,1653007240.624464
00:40:45.667523Z,30196.61,1653007245.667523
00:40:50.906327Z,30201.62,1653007250.906327
00:40:55.767280Z,30201.83,1653007255.76728
00:41:02.266552Z,30203.82,1653007262.266552
00:41:07.516420Z,30216.02,1653007267.51642
00:41:12.751607Z,30215.93,1653007272.751607
00:41:17.471659Z,30223.48,1653007277.471659
00:41:21.212998Z,30240,1653007281.212998
00:41:26.541590Z,30229.21,1653007286.54159
00:41:31.896443Z,30236.15,1653007291.896443
00:41:37.761167Z,30238.41,1653007297.761167
00:41:41.008300Z,30239.27,1653007301.0083
00:41:47.090683Z,30250.66,1653007307.090683
00:41:51.799522Z,30257.03,1653007311.799522
00:41:57.383193Z,30257.01,1653007317.383193
00:42:02.295452Z,30246.76,1653007322.295452
00:42:06.757715Z,30237.16,1653007326.757715
00:42:12.690489Z,30248.68,1653007332.690489
00:42:17.367260Z,30253.47,1653007337.36726
00:42:23.047127Z,30244.75,1653007343.047127
00:42:27.702231Z,30255.12,1653007347.702231
00:42:33.155258Z,30255.26,1653007353.155258
00:42:38.344934Z,30244.96,1653007358.344934
00:42:43.497414Z,30248.26,1653007363.497414
00:42:48.319586Z,30246.09,1653007368.319586
00:42:51.959634Z,30245.7,1653007371.959634
00:42:58.007589Z,30246.87,1653007378.007589
00:43:03.891154Z,30232.57,1653007383.891154
00:43:08.019953Z,30235.34,1653007388.019953
00:43:13.894270Z,30226.51,1653007393.89427
00:43:18.761697Z,30226.23,1653007398.761697
00:43:23.642085Z,30236.18,1653007403.642085
00:43:28.825248Z,30227.46,1653007408.825248
00:43:33.783384Z,30222.45,1653007413.783384
00:43:39.372271Z,30217.86,1653007419.372271
00:43:42.960951Z,30217.85,1653007422.960951
00:43:49.054122Z,30214.45,1653007429.054122
00:43:53.747735Z,30210.84,1653007433.747735
00:43:59.381377Z,30209.49,1653007439.381377
00:44:04.318940Z,30209.69,1653007444.31894
00:44:08.892320Z,30209.56,1653007448.89232
00:44:13.978445Z,30216.95,1653007453.978445
00:44:18.693615Z,30213.21,1653007458.693615
00:44:24.566011Z,30213.22,1653007464.566011
00:44:29.536650Z,30214.98,1653007469.53665
00:44:33.915330Z,30217.75,1653007473.91533
00:44:35.870380Z,30222.23,1653007475.87038
00:44:44.509232Z,30236.35,1653007484.509232
00:44:49.665630Z,30229.22,1653007489.66563
00:44:54.425294Z,30265.66,1653007494.425294
00:44:59.662065Z,30254.56,1653007499.662065
00:45:04.872114Z,30267.73,1653007504.872114
00:45:07.836742Z,30260.21,1653007507.836742
00:45:13.922783Z,30258.27,1653007513.922783
00:45:18.749483Z,30253.6,1653007518.749483
00:45:24.671187Z,30253.6,1653007524.671187
00:45:29.518737Z,30260.33,1653007529.518737
00:45:34.402121Z,30260.34,1653007534.402121
00:45:39.292098Z,30253.04,1653007539.292098
00:45:45.156520Z,30252.02,1653007545.15652
00:45:47.518550Z,30259.91,1653007547.51855
00:45:53.635314Z,30258.27,1653007553.635314
00:45:58.669674Z,30261.86,1653007558.669674
00:46:05.406628Z,30257.99,1653007565.406628
00:46:09.284542Z,30256.54,1653007569.284542
00:46:13.886386Z,30256.54,1653007573.886386
00:46:20.446812Z,30257.19,1653007580.446812
00:46:25.900783Z,30255.36,1653007585.900783
00:46:30.319665Z,30250.01,1653007590.319665
